"STARLASER CORPORATION","#728 PASIG BLVD., BAGONG ILOG","RET INK-REFILLING; WSR IMPORTER; WSR WHOLESALER","#728 PASIG BLVD.","BAGONG ILOG","14.5668385","121.066238"
"SELFUPENGLISH INC.",". 6/f Fortune Bldg. 144 Pasig Blvd., Bagong Ilog","SER CALL CENTER",". 6/f Fortune Bldg. 144 Pasig Blvd.","BAGONG ILOG","14.5657121","121.0659189"
"KIM KING WELLNESS INC.","1, CANLEY ROAD, BAGONG ILOG","WSR WHOLESALER","1, CANLEY ROAD","BAGONG ILOG","14.5711321","121.0691309"
"TERRA-TEKTURA CORPORATION","10, KAGANDAHAN ST. KAWILIHAN VILLAGE, BAGONG ILOG","SER ARCHITECTURAL & CONSTRUCTION","10, KAGANDAHAN ST. KAWILIHAN VILLAGE","BAGONG ILOG","14.5666576","121.0678109"
"A&F GREEN ELECTRIC TECHNOLOGIES, INC.","10-B, BANNER ST., Bagong Ilog","SER FABRICATION; WSR ELECTRICAL PRODUCTS","10-B, BANNER ST.","BAGONG ILOG","14.5702368","121.0687793"
"ACCUR 8 RESOURCES CORP.","10-C BANNER ST., BAGONG ILOG","SSM SSM COMMISSARY","10-C BANNER ST.","BAGONG ILOG","14.57018","121.06878"
"OUTRIGHT WHOLESALE CONSUMER GOODS TRADING","100 CANLEY ROAD, BAGONG ILOG","WSR WHOLESALER","100 CANLEY ROAD","BAGONG ILOG","14.571158","121.0691931"
"VITAMEN BEVERAGE CONCEPT INC.","11 E. Rodriguez Jr. Avenue, Bagong Ilog","SSM SMALL SCALE MANUFACTURER","11 E. Rodriguez Jr. Avenue","BAGONG ILOG","14.56781","121.070272"
"EDL KONSTRAK INC.","12, YAKAL ST., BAGONG ILOG","SER CONSTRUCTION SERVICES","12, YAKAL ST.","BAGONG ILOG","14.5684504","121.0695572"
"KOHL INDUSTRIES CORPORATION.","13, S. VICTORINO ST.,, BAGONG ILOG","BSM BIG SCALE MANUFACTURER; WSE WAREHOUSE","13, S. VICTORINO ST.,","BAGONG ILOG","14.5615374","121.0698095"
"JUDGES ON GAMES LEAGUE AND SPORTS OFFICIATING SERVICES, INC.","14, JOE BORRIS ST., BAGONG ILOG","ADM ADMIN. OFFICE","14, JOE BORRIS ST.","BAGONG ILOG","14.5706343","121.0725836"
"VALLUM SECURITY SERVICES CORPORATION","142 PASIG BLVD., BG ILOG, BAGONG ILOG","SER SECURITY SERVICES","142 PASIG BLVD., BG ILOG","BAGONG ILOG","14.565656","121.065924"
"IDEASXMACHINA ADVERTISING INC.","146 PASIG BLVD., BAGONG ILOG","APT LESSOR COMMERCIAL SPACE; SER ADVERTISING","146 PASIG BLVD.","BAGONG ILOG","14.5659237","121.0661688"
"LIFELINK INC.","146 PASIG BLVD., BAGONG ILOG","WSE WAREHOUSE","146 PASIG BLVD.","BAGONG ILOG","14.5659237","121.0661688"
"TECUMEN-SERV, INC.","146 SHAW BLVD., BAGONG ILOG","APT LESSOR; RET RETAILER; WSR IMPORTER; WSR WHOLESALER","146 SHAW BLVD.","BAGONG ILOG","14.5718903","121.0643219"
"NEED INK SALES & SERVICES","146, SHAW BLVD.  EXTENSION, Bagong Ilog","RET RETAILER; SER SERVICES","146, SHAW BLVD.  EXTENSION","BAGONG ILOG","14.5623908","121.0666353"
"CREATIVE AFFAIRS TEAM, INC.","160 PASIG BLVD., BAGONG ILOG","SER ADVERTISING","160 PASIG BLVD.","BAGONG ILOG","14.5668524","121.0661496"
"WISHCRAFT INC.","160, PASIG BLVD., Bagong Ilog","SER ADVERTISING AGENCY","160, PASIG BLVD.","BAGONG ILOG","14.5668524","121.0661496"
"AND CREWMANAGEMENT SOLUTIONS PHILS. INC.","161 RIMA BLDG., PASIG BLVD., BG. ILOG, PASIG CITY, BAGONG ILOG","SER SERVICES","161 RIMA BLDG., PASIG BLVD., BG. ILOG, PASIG CITY","BAGONG ILOG","14.5674066","121.0661996"
"UP-TOWN INDUSTRIAL SALES, INCORPORATED","161 RIMA IV  BLDG., PASIG BLVD., BAGONG ILOG","ADM ADMIN. OFFICE","161 RIMA IV  BLDG., PASIG BLVD.","BAGONG ILOG","14.5674066","121.0661996"
"ICS INTERNATIONAL PLACEMENT & ASSISTANCE COMPANY INC.","162 2ND FLR SUITE B, VISION BLDG. PASIG BLVD., BAGONG ILOG","SER RECRUITMENT AGENCY","162 2ND FLR SUITE B, VISION BLDG. PASIG BLVD.","BAGONG ILOG","14.5635598","121.0690161"
"NEW PASIG VIEW LODGE","17 BUENAVENTURA ST., BAGONG ILOG","FIX BEER; FIX CIGARETTE; FIX RETAILER - LOCAL LIQUOR; MOT MOTEL / LODGE; RES RESTAURANT","17 BUENAVENTURA ST.","BAGONG ILOG","14.5653911","121.06934"
"BONIFACIO MOTORS, INC.","19 E. RODRIGUEZ JR. AVE., BAGONG ILOG","RET RETAILER; SER AUTO REPAIR SHOP; WSR WHOLESALER","19 E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5704662","121.0708178"
"TERMS CONCRETE AND MATERIALS TESTING LABORATORY INC.","19 L. INTALAN ST., BAGONG ILOG","SER SERVICES","19 L. INTALAN ST.","BAGONG ILOG","14.563168","121.071691"
"TERMS ENTERPRISES CORPORATION","19, L. INTALAN ST., BAGONG ILOG","SER CONSTRUCTION SERVICES","19, L. INTALAN ST.","BAGONG ILOG","14.563168","121.071691"
"BDO UNIBANK, INC.","2, Avis St., Bagong Ilog","ADM ADMIN. OFFICE","2, Avis St.","BAGONG ILOG","14.5622301","121.0716603"
"HOMESCHOOL GLOBAL LEARNING INC.","2/F 339 ROBINSON CIRCLE, CAPT. H. JAVIER ST., Bagong Ilog","SER SERVICES","2/F 339 ROBINSON CIRCLE, CAPT. H. JAVIER ST.","BAGONG ILOG","14.5739039","121.068323"
"THE LIFT COMPANY PHILIPPINES, INC.","2/F FORTUNE BLDG PASIG BLVD., BAGONG ILOG","SER SERVICES; WSR IMPORTER","2/F FORTUNE BLDG PASIG BLVD.","BAGONG ILOG","14.5657121","121.0659189"
"CHOWDER FOODS INC.","20, FELIPE PIKE ST., BAGONG ILOG","BSM BIG SCALE MANUFACTURER; WSE WAREHOUSE","20, FELIPE PIKE ST.","BAGONG ILOG","14.5689001","121.0693479"
"VICTORIA COURT HILLCREST","207 HILLCREST DRIVE, BAGONG ILOG, BAGONG ILOG","FIX BEER; FIX IMPORTED WINE; FIX RETAILER - WINES & LIQUOR; MOT MOTEL / LODGE; RES RESTAURANT","207 HILLCREST DRIVE, BAGONG ILOG","BAGONG ILOG","14.5653911","121.06934"
"ECS ROAD & TRAFFIC SUPPLY ENTERPRISES","22 SANTIAGO ST., BAGONG ILOG","SER CONTRACTOR; WSR IMPORTER","22 SANTIAGO ST.","BAGONG ILOG","14.5608859","121.0682758"
"ARROW MANUFACTURING CORP.","3 APLAYA ST., BAGONG ILOG","APT COMMERCIAL UNIT; BSM BIG SCALE MANUFACTURER","3 APLAYA ST.","BAGONG ILOG","14.5611272","121.0702344"
"MEAN GREENS","3, BANNER ST., BAGONG ILOG","RES RESTAURANT","3, BANNER ST.","BAGONG ILOG","14.5708573","121.068502"
"TREBONA FOOD SERVICES, INC.","3, Lakeview Drive, Bagong Ilog","SER SERVICES","3, Lakeview Drive","BAGONG ILOG","14.5684495","121.066705"
"BOGIL FOODS CORPORATION","3-4/F SKYGATE BLDG.,4 E. RODRIGUEZ JR. AVE., BAGONG ILOG","SSM SMALL SCALE MANUFACTURER; WSE WAREHOUSE; WSR IMPORTER","3-4/F SKYGATE BLDG.,4 E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5669629","121.0708097"
"VITRO INC.","3/F PLDT BLDG., DANNY FLORO ST. COR. C.P. GARCIA ST., BAGONG ILOG","SER DATA COLLECTIONS","3/F PLDT BLDG., DANNY FLORO ST. COR. C.P. GARCIA ST.","BAGONG ILOG","14.5697656","121.0704303"
"PRETIOLAS PHILIPPINES, INC.","35, KAMAGONG ST., BAGONG ILOG","WSE WAREHOUSE","35, KAMAGONG ST.","BAGONG ILOG","14.5682074","121.0692096"
"DISCOVERING OPPORTUNITIES OF TOMORROW NETWORK (DOTNET), INC.","3RD FLR. VISION BLDG. 162, PASIG BLVD., Bagong Ilog","SER NETWORKING","3RD FLR. VISION BLDG. 162, PASIG BLVD.","BAGONG ILOG","14.567159","121.066117"
"MIROF RESOURCES, INC.- EXTN OFFICE","4/F FORTUNE BLDG 144 PASIG BLVD., BAGONG ILOG","SER SERVICES","4/F FORTUNE BLDG 144 PASIG BLVD.","BAGONG ILOG","14.5657121","121.0659189"
"LUY TASTE OF SUCESS CORP.","42, A. FLORES ST., BAGONG ILOG","SSM SMALL SCALE MANUFACTURER","42, A. FLORES ST.","BAGONG ILOG","14.5654851","121.0717354"
"E.J. CRUZ WEARING APPAREL MANUFACTURING","42, SGT. PASCUA ST., Bagong Ilog","BSM BIG SCALE MANUFACTURER","42, SGT. PASCUA ST.","BAGONG ILOG","14.5653911","121.06934"
"MAJA DEVELOPMENT CORPORATION","54 E. RODRIGUEZ AVE., BAGONG ILOG","APT REAL ESTATE - COMMERCIAL; SER CONTRACTOR","54 E. RODRIGUEZ AVE.","BAGONG ILOG","14.569532","121.0712782"
"LOSCAM (PHILIPPINES), INC.","54 E. RODRIGUEZ JR. AVE., BAGONG ILOG","WSE WAREHOUSE","54 E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.569532","121.0712782"
"LOC&STOR 24/7,INC","54 E. RODRIGUEZ JR. AVE., BAGONG ILOG","SER SERVICES; APT RENTAL OF PROPERTY; RET RETAILER","54 E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.569532","121.0712782"
"MEDILINES DISTRIBUTORS INCORPORATED","54 E. RODRIGUEZ JR. AVE.,, BACKING F. PIKE ST., BAGONG ILOG","WSE WAREHOUSE; WSR WHOLESALER-IMPORTER","54 E. RODRIGUEZ JR. AVE.,, BACKING F. PIKE ST.","BAGONG ILOG","14.569532","121.0712782"
"PHOENAGON TRADING INC.","54, E. RODRIGUEZ JR. AVE., BAGONG ILOG","ES2 ESSENTIAL COMMODITIES - WHOLESALER","54, E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.569532","121.0712782"
"METRODRIVE CORP.","54, E. RODRIGUEZ JR. AVE., BAGONG ILOG","WSE WAREHOUSE","54, E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.569532","121.0712782"
"CHIC CENTRE CORPORATION","54, E. RODRIGUEZ JR. AVENUE, Bagong Ilog","ADM ADMIN. OFFICE; WSE WAREHOUSE","54, E. RODRIGUEZ JR. AVENUE","BAGONG ILOG","14.569532","121.0712782"
"MT. SINAI MOTORS CORPORATION","56, E. RODRIGUEZ JR. AVE., BAGONG ILOG","RET RETAILER; SER SERVICES","56, E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.571062","121.0710552"
"JETOUR AUTO PHIL INC.","56, E. RODRIGUEZ JR. AVENUE, BAGONG ILOG","RET AUTO PARTS; WSR DEALER - AUTOMOTIVE; SER REPAIR SERVICES","56, E. RODRIGUEZ JR. AVENUE","BAGONG ILOG","14.571062","121.0710552"
"GATEWAY MOTORS (CEBU), INC.","56, E. RODRIGUEZ JR. AVENUE, BAGONG ILOG","RET DEALER; SER SERVICES","56, E. RODRIGUEZ JR. AVENUE","BAGONG ILOG","14.571062","121.0710552"
"PISMO DIGITAL LIFESTYLE INC.","59, CPL. CRUZ ST., BAGONG ILOG","WSE WAREHOUSE","59, CPL. CRUZ ST.","BAGONG ILOG","14.5653911","121.06934"
"AMB HK ENTERPRISES INC.","6 FELIPE PIKE ST., BAGONG ILOG","EX2 EXPORTER/WHOLESALER; WSR IMPORTER; WSR PHARMA PRODUCT","6 FELIPE PIKE ST.","BAGONG ILOG","14.5704432","121.0693091"
"PHILRX PHARMA INC.","6 FELIPE PIKE ST., BAGONG ILOG","WSR IMPORTER; WSR PHARMA PRODUCT","6 FELIPE PIKE ST.","BAGONG ILOG","14.5704432","121.0693091"
"INFINITECOM DISTRIBUTION, INC.","6 YAKAL ST. GREEN VALLEY, BAGONG ILOG","WSR WHOLESALER","6 YAKAL ST. GREEN VALLEY","BAGONG ILOG","14.5694797","121.0697564"
"KOHL INDUSTRIES CORPORATION","68 EAST SERVICE ROAD C5 AVE., BAGONG ILOG","ADM ADMIN. OFFICE; BSM BIG SCALE MANUFACTURER","68 EAST SERVICE ROAD C5 AVE.","BAGONG ILOG","14.4727381","121.0454106"
"HILLSDALE MARKETING INC.","6B, SGT. PASCUA ST., Bagong Ilog","RET RETAILER; WSR IMPORTER; WSR TRADING ON WHOLESALE BASIS","6B, SGT. PASCUA ST.","BAGONG ILOG","14.5653911","121.06934"
"VERITAS PAY PHILIPPINES, INC.","7 FLR. SMB PRESTIGE BLDG. #40, SAN BUENAVENTURA ST., BAGONG ILOG","SER BILL COLLECTION SERVICES; RET RETAILER; SER SERVICES","7 FLR. SMB PRESTIGE BLDG. #40, SAN BUENAVENTURA ST.","BAGONG ILOG","14.5674989","121.0722506"
"PORTAVAGA SHIP MANAGEMENT INC.","7 JADC COMPD. E.ROD. JR. AVE., BAGONG ILOG","APT SUB-LESSOR; SER MANAGEMENT SERVICES","7 JADC COMPD. E.ROD. JR. AVE.","BAGONG ILOG","14.5678244","121.0701013"
"ALCATRAZ SECURITY & INVESTIGATION AGENCY INC.","71 C5 ROAD, BAGONG ILOG","SCA SECURITY AGENCY","71 C5 ROAD","BAGONG ILOG","14.5627454","121.0690388"
"ONE POINT CONTACT INC.","833 FELIPE PIKE ST., BAGONG ILOG","SER REPAIR SERVICES","833 FELIPE PIKE ST.","BAGONG ILOG","14.5653162","121.069509"
"TEE ONE, INC.","834, FELIPE PIKE ST., Bagong Ilog","RET TRADING; WSR IMPORTER","834, FELIPE PIKE ST.","BAGONG ILOG","14.565586","121.069675"
"COGENTECH INC.","834, FELIPE PIKE ST., Bagong Ilog","SER TELEMARKETING","834, FELIPE PIKE ST.","BAGONG ILOG","14.565586","121.069675"
"J. A. DEVELOPMENT CORPORATION","834-A, FELIPE PIKE ST., Bagong Ilog","APT REAL ESTATE - COMMERCIAL","834-A, FELIPE PIKE ST.","BAGONG ILOG","14.565586","121.069675"
"J.A. PROPERTY HOLDINGS CORPORATION","834-A, FELIPE PIKE ST., Bagong Ilog","APT REAL ESTATE DEVELOPER","834-A, FELIPE PIKE ST.","BAGONG ILOG","14.565586","121.069675"
"J&T EXPRESS","835, FELIPE PIKE ST., BAGONG ILOG","WSE WAREHOUSE","835, FELIPE PIKE ST.","BAGONG ILOG","14.5658636","121.0693848"
"GOURMET SOLUTIONS, INC.","835, FELIPE PIKE ST., BAGONG ILOG","BSM BIG SCALE MANUFACTURER","835, FELIPE PIKE ST.","BAGONG ILOG","14.5658636","121.0693848"
"ASIA PACIFIC COSMETICS PHILS. CORPORATION","9TH FLR., SMB BLDG. #40 SAN BUENAVENTURA ST., BAGONG ILOG","RET GENERAL MERCHANDISE; WSR IMPORTER; WSR WHOLESALER","9TH FLR., SMB BLDG. #40 SAN BUENAVENTURA ST.","BAGONG ILOG","14.5674989","121.0722506"
"KSB PHILIPPINES INC.","AMON COMPOUND, CORPORAL CRUZ ST., BAGONG ILOG","RET RETAILER; SER SERVICES","AMON COMPOUND, CORPORAL CRUZ ST.","BAGONG ILOG","14.5691494","121.0714452"
"DELTA GRID POWER SYSTEM CORPORATION","AMON TRADING CMPD C. CRUZ COR, E RODRIGUEZ JR., BAGONG ILOG","RET TRADING; SER ELECTRICAL SERVICES; WSR IMPORTER","AMON TRADING CMPD C. CRUZ COR, E RODRIGUEZ JR.","BAGONG ILOG","14.5691928","121.0714697"
"INNOVATIVE FIBRE INDUSTRIES, INC.","AMON TRADING COMPOUND, E. RODRIGUEZ AVE, COR. CORPORAL CRUZ, BAGONG ILOG","ADM ADMIN. OFFICE; WSE WAREHOUSE","AMON TRADING COMPOUND, E. RODRIGUEZ AVE, COR. CORPORAL CRUZ","BAGONG ILOG","14.5691928","121.0714697"
"KANSAS MARKETING CORPORATION","BLDG. II MORNING STAR  MILLING CORP.  CMPD., A.Z AVIS ST, Bagong Ilog","BSM BIG SCALE MANUFACTURER","BLDG. II MORNING STAR  MILLING CORP.  CMPD., A.Z AVIS ST","BAGONG ILOG","14.5606223","121.0671288"
"PLDT CO. IDC","C-5 E. RODRIGUEZ ST., BG ILOG, BAGONG ILOG","SER TELECOMMUNICATION","C-5 E. RODRIGUEZ ST., BG ILOG","BAGONG ILOG","14.5655821","121.0701505"
"MANILA KLEAN FUEL CORP.","C5 ROAD,  E. RODRIGUEZ JR. AVE., BAGONG ILOG","RET GAS STATION TAX - EXEMPT","C5 ROAD,  E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5616255","121.067066"
"PASIG QUEEN`S COURT","CANLEY RD., BAGONG ILOG","APT LESSOR; FIX BEER; MOT MOTEL / LODGE; RES RESTAURANT","CANLEY RD.","BAGONG ILOG","14.5710589","121.06923"
"HILL VIEW LODGE","DANNY FLORO COR. CANLEY ROAD, BAGONG ILOG","FIX BEER; FIX CIGARETTE; FIX RETAILER - LOCAL LIQUOR; MOT MOTEL / LODGE; RES RESTAURANT","DANNY FLORO COR. CANLEY ROAD","BAGONG ILOG","14.5710589","121.06923"
"UNIVERSAL ROBINA CORPORATION","E. MEJIA ST., BAGONG ILOG","ADM ADMIN. OFFICE","E. MEJIA ST.","BAGONG ILOG","14.5650015","121.0690216"
"RESINS INC.","E. RODRIGUEZ AVE., BAGONG ILOG","APT LESSOR COMMERCIAL SPACE; IN6 HOLDINGS (MAIN OFFICE)","E. RODRIGUEZ AVE.","BAGONG ILOG","14.5661821","121.0702753"
"RI CHEMICAL CORPORATION","E. RODRIGUEZ AVE., BAGONG ILOG","APT LESSOR COMMERCIAL SPACE; BSM BIG SCALE MANUFACTURER; EX1 EXPORTER/MANUFACTURER; SER SERVICES; WSR WHOLESALER","E. RODRIGUEZ AVE.","BAGONG ILOG","14.5661821","121.0702753"
"CASTLE RESOURCES INC.","E. RODRIGUEZ JR. AVE., BAGONG ILOG","RET GASOLINE STATION; RET GASOLINE STATION - TAX EXEMPT; FIX BEER; FIX CIGARETTE; FIX FIX TAXES - LOCAL WINE; FIX GASOLINE STATION; FIX IMPORTED WINE; RET RETAILER","E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5661821","121.0702753"
"EXOCET SECURITY SERVICES CORP.","E. RODRIGUEZ JR. AVE., BAGONG ILOG","SER SECURITY SERVICES","E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5661821","121.0702753"
"ROSAL STEAM LAUNDRY, INC.","ESCARPMENT ROAD, BAGONG ILOG","SER LAUNDRY","ESCARPMENT ROAD","BAGONG ILOG","14.5715278","121.0666871"
"DAISY INN, INC.","ESCARPMENT ROAD, BAGONG ILOG","FIX BEER; FIX FIX TAXES - LOCAL WINE; MOT MOTEL / LODGE; RES RESTAURANT","ESCARPMENT ROAD","BAGONG ILOG","14.5715278","121.0666871"
"MARIPOSA LODGE","ESCARPMENT ROAD, BAGONG ILOG","APT LESSOR COMMERCIAL SPACE; FIX BEER; MOT HOTEL; RES RESTAURANT","ESCARPMENT ROAD","BAGONG ILOG","14.5715278","121.0666871"
"VICTORIA COURT, VICTORIA SUITES AND KAPE HOTEL","ESCARPMENT ROAD, BG ILOG, BAGONG ILOG","FIX BEER; FIX IMPORTED WINE; FIX RETAILER - WINES & LIQUOR; MOT MOTEL / LODGE; RES RESTAURANT","ESCARPMENT ROAD, BG ILOG","BAGONG ILOG","14.5715278","121.0666871"
"DYGEN FOOD VENTURES INC.","FELIPE PIKE COR. LANITE COR., BANNER ST., BAGONG ILOG","SER SERVICES; RET TRADING; WSR WHOLESALER","FELIPE PIKE COR. LANITE COR., BANNER ST.","BAGONG ILOG","14.5693759","121.0690637"
"MK KITCHENEQUIPMENT","G/F SKYGATE BLDG., 4 E. RODRIGUEZ JR. AVE., BAGONG ILOG","BSM BIG SCALE MANUFACTURER; WSR WHOLESALER; RET RETAILER","G/F SKYGATE BLDG., 4 E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5669629","121.0708097"
"PAR GEOTECHNICAL TESTING CENTER","G/F U-1 & 3, 2/F U-2 35-B, FELIPE PIKE ST., Bagong Ilog","SER SERVICES","G/F U-1 & 3, 2/F U-2 35-B, FELIPE PIKE ST.","BAGONG ILOG","14.5677066","121.0693323"
"LOC&STOR 24/7, INC.","GF / MEZZANINE / 2F  WINGI BLDG., 405, KAMUNING ST., GREEN VALLEY, BAGONG ILOG","ADM ADMIN. OFFICE","GF / MEZZANINE / 2F  WINGI BLDG., 405, KAMUNING ST., GREEN VALLEY","BAGONG ILOG","14.5702509","121.0695103"
"ORCHIDS HOTEL CORP.","HILLCREST DRIVE, BAGONG ILOG","FIX BEER; FIX CIGARETTE; FIX FIX TAXES - LOCAL WINE; MOT MOTEL / LODGE; RES RESTAURANT","HILLCREST DRIVE","BAGONG ILOG","14.5653911","121.06934"
"NEW ROSAL HOTEL CORP.","HILLCREST DRIVE, BAGONG ILOG","FIX BEER; FIX FIX TAXES - LOCAL WINE; MOT MOTEL / LODGE; RES RESTAURANT","HILLCREST DRIVE","BAGONG ILOG","14.5653911","121.06934"
"POLYMER PRODUCTS (PHIL.) INC.","JOE BORRIS ST., BAGONG ILOG","APT COMMERCIAL UNIT; BSM BIG SCALE MANUFACTURER; SER SERVICES (SHIPPING); WSR WHOLESALER","JOE BORRIS ST.","BAGONG ILOG","14.5712452","121.0714328"
"J.V. ANGELES CONST. CORP.","JVACC BLDG., E. RODRIGUEZ AVE., BAGONG ILOG","APT EQUIPMENT RENTAL; RET RETAILER; SER CONSTRUCTION SERVICES; WSR IMPORTER","JVACC BLDG., E. RODRIGUEZ AVE.","BAGONG ILOG","14.5658647","121.069967"
"RAZONS FOOD CORPORATION","LAKEVIEW SUBDIVISION, BAGONG ILOG","SSM SMALL SCALE MANUFACTURER; WSE WAREHOUSE","LAKEVIEW SUBDIVISION","BAGONG ILOG","14.5681273","121.0667754"
"PHARMASTAR INT`L. TRADING CORP.","LOT 10 BLK 1 # 8 FELIPE PIKE GREEN VALLEY SUBD., BAGONG ILOG","WSR IMPORTER; WSR WHOLESALER","LOT 10 BLK 1 # 8 FELIPE PIKE GREEN VALLEY SUBD.","BAGONG ILOG","14.5702203","121.0692736"
"VAN-JO GLOBAL INDUSTRIES INCORPORATED","LOT 2 FELIPE PIKE ST., BAGONG ILOG","BSM BIG SCALE MANUFACTURER; RET TRADING","LOT 2 FELIPE PIKE ST.","BAGONG ILOG","14.5653756","121.0690934"
"ZEPHYR TISSUE PAPER PRODUCTS INC.","LOT 3 BLOCK 5, FELIPE PIKE ST., Bagong Ilog","BSM BIG SCALE MANUFACTURER; WSR IMPORTER; WSR WHOLESALER","LOT 3 BLOCK 5, FELIPE PIKE ST.","BAGONG ILOG","14.5706946","121.06905"
"EVOLVE WIRELESS MOBILE TECH INC.","MAJA COMPOUND 54, E. RODRIGUEZ JR. AVE., BAGONG ILOG","WSE WAREHOUSE","MAJA COMPOUND 54, E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.569532","121.0712782"
"ASIAN UNICORN TRADING VENTURES CORP.","MAJA COMPOUND, E. RODRIGUEZ JR. AVE., BAGONG ILOG","ADM ADMIN. OFFICE; WSE WAREHOUSE","MAJA COMPOUND, E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5661821","121.0702753"
"CEMENT MANUFACTURERS ASSOCIATION OF THE PHILS.","NO. 1 CORPORAL CRUZ ST., COR. E. RODRIGUEZ JR. AVE., Bagong Ilog","SER CONSULTANCY","NO. 1 CORPORAL CRUZ ST., COR. E. RODRIGUEZ JR. AVE.","BAGONG ILOG","14.5687702","121.0716228"
"M. M. YAMAT MOTORIST`S CENTER","PASIG BLVD., BAGONG ILOG","FIX BEER; FIX CIGARETTE; RET GENERAL MERCHANDISE; SER GASOLINE SERVICE/FILLING STATION","PASIG BLVD.","BAGONG ILOG","14.5635598","121.0690161"
